estate,estate_eng,estate_chi,t_pop,pop_m,pop_f,sr,age_1,age_2,age_3,age_4,age_5,t_ma,ma_m,ma_f,born_hk,born_chi,born_else,ethn_chi,ethn_phi,ethn_ind,ethn_wh,ethn_oth,ms_nm_m,ms_ma_m,ms_wds_m,ms_nm_f,ms_m_f,ms_wds_f,ul_can,ul_put,ul_othchi,ul_eng,ul_oth,readchi_ablepctn,readeng_ablepctn,writechi_ablepctn,writeeng_ablepctn,edu_pri_be,edu_sec,edu_psec,pls_same,pls_diff_hk,pls_diff_kln,pls_diff_nt,s_diff_oth,t_wp,wp_ee,wp_er,wp_se,wp_fw,t_nwp,nwp_hm,nwp_st,nwp_re,nwp_care,nwp_oth,plw_same,plw_diff_hk,plw_diff_kln,plw_diff_nt,plw_diff_oth,plw_nofix,plw_hm,plw_out,mearn_xfw_sb_1,mearn_xfw_sb_2,mearn_xfw_sb_3,t_mmearn,mearn_xfdhfw_sb_1,mearn_xfdhfw_sb_2,mearn_xfdhfw_sb_3,t_mmearn_xfdh,wp_a,wp_b,wp_c,wp_d,wp_e,wp_f,wp_g,wp_h,wp_i,wp_j,wp_k,wp_l,wp_m,wp_n,wp_o,wp_p,wp_q,wp_r,wp_s,wp_t,whr_1,whr_2,whr_3,whr_4,whr_5,whr_6,dh,dhz_1,dhz_2,dhz_3,dhz_4,dhz_5,dhz_6,adhz,dhc_nc,dhc_re,dhc_oth,dhi_sb_1,dhi_sb_2,dhi_sb_3,dhi_sb_4,ma_hh,dhi_sb_e1,dhi_sb_e2,dhi_sb_e3,dhi_sb_e4,ma_econhh,dhm_loan,dhm_lr,dm_r,dmr_ir,fa_m,full_address,full_address_alt,latitude,longitude
30009,Lok Man Sun Chuen,樂民新村,8696.0,4005.0,4691.0,854.0,657.0,565.0,1855.0,2486.0,3133.0,54.6,53.2,57.7,4142.0,4257.0,297,8461.0,27,114,-,94,1389.0,1957.0,343,935.0,2129.0,1286.0,7909.0,131,465,12,54,94.1,52.2,90.7,49.2,2544.0,3924.0,1571.0,745,103,39,134,-,3733.0,3384.0,75,247.0,27,4963.0,384.0,1003.0,2811.0,160,605.0,598,705,1072.0,426.0,103,621.0,174.0,34,886.0,1757.0,1063.0,15000.0,745.0,1757.0,1063.0,15000.0,129,165,681.0,507.0,1061.0,301,208,681.0,-,146,334.0,725.0,312,385,109,161.0,849.0,428.0,249.0,35,227.0,425.0,1117.0,1232.0,480.0,252.0,3489.0,802.0,1196.0,766.0,520.0,106,99,2.5,1902.0,736.0,851.0,1029.0,971.0,972.0,517,15980.0,238,731,959.0,511,23200.0,-,-,1570,9.7,29.0,"Lok Man Sun Chuen, Hong Kong","樂民新村, Hong Kong",22.3160289,114.1858944
20080,Lok Nga Court,樂雅苑,3179.0,1434.0,1745.0,822.0,349.0,112.0,945.0,950.0,823.0,51.0,50.0,52.2,2310.0,743.0,126,3109.0,13,51,-,6,292.0,880.0,58,383.0,952.0,265.0,2993.0,56,46,-,27,96.0,77.7,94.3,74.8,403.0,1307.0,1120.0,277,6,113,34,-,1488.0,1370.0,50,68.0,-,1691.0,206.0,409.0,736.0,77,263.0,299,457,311.0,135.0,37,148.0,56.0,45,129.0,524.0,835.0,21250.0,84.0,524.0,835.0,21250.0,144,163,416.0,365.0,223.0,62,-,115.0,-,68,86.0,224.0,88,101,61,112.0,311.0,307.0,130.0,-,52.0,105.0,541.0,621.0,129.0,40.0,1251.0,192.0,464.0,384.0,164.0,31,16,2.5,846.0,171.0,234.0,305.0,179.0,300.0,467,28210.0,46,116,277.0,467,40570.0,11980,24.9,12500,45.1,42.0,"Lok Nga Court, Hong Kong","樂雅苑, Hong Kong",22.3228741,114.2201265
10088,Lok Wah North Estate,樂華北邨,8499.0,4002.0,4497.0,890.0,543.0,724.0,2099.0,2733.0,2400.0,49.9,49.1,51.5,4742.0,3426.0,331,8301.0,23,121,-,54,1399.0,2057.0,260,1135.0,2090.0,1015.0,7685.0,24,497,58,88,93.9,54.1,92.2,50.9,2261.0,3905.0,1790.0,525,90,233,138,12,4047.0,3743.0,22,261.0,21,4452.0,500.0,987.0,2160.0,140,665.0,979,558,874.0,431.0,99,904.0,179.0,23,911.0,2048.0,1067.0,15000.0,765.0,2048.0,1067.0,15000.0,58,188,656.0,715.0,1050.0,286,329,731.0,34,68,375.0,759.0,534,440,164,221.0,636.0,550.0,266.0,34,349.0,420.0,1088.0,1542.0,444.0,204.0,2950.0,299.0,856.0,924.0,683.0,166,22,2.9,1852.0,777.0,321.0,541.0,693.0,1078.0,638,22850.0,168,440,1066.0,638,27070.0,-,-,2190,9.5,35.0,"Lok Wah North Estate, Hong Kong","樂華北邨, Hong Kong",22.3214929,114.2202448
10089,Lok Wah South Estate,樂華南邨,13258.0,5906.0,7352.0,803.0,729.0,757.0,2581.0,3753.0,5438.0,59.5,56.9,61.5,6122.0,6591.0,545,13022.0,-,70,-,166,1650.0,3024.0,860,1444.0,3027.0,2524.0,11488.0,240,1279,10,57,94.9,45.3,91.0,41.5,4478.0,6206.0,1845.0,614,98,220,96,26,4932.0,4404.0,42,469.0,17,8326.0,682.0,1068.0,5025.0,273,1278.0,982,777,870.0,683.0,246,1269.0,92.0,13,1040.0,2669.0,1206.0,14500.0,970.0,2669.0,1206.0,14800.0,147,158,612.0,682.0,1544.0,355,302,1121.0,11,125,671.0,691.0,482,775,126,122.0,916.0,802.0,222.0,-,551.0,503.0,1394.0,1554.0,510.0,420.0,6506.0,1680.0,3471.0,954.0,306.0,51,44,2.0,3731.0,1056.0,1719.0,2289.0,2346.0,1437.0,434,12210.0,432,1600,1423.0,434,19640.0,-,-,1480,11.3,24.0,"Lok Wah South Estate, Hong Kong","樂華南邨, Hong Kong",22.3207683,114.2225496
10091,Long Ping Estate,朗屏邨,21864.0,10510.0,11354.0,926.0,1505.0,1538.0,6459.0,7542.0,4820.0,51.1,46.9,52.7,13017.0,8233.0,614,21389.0,68,148,-,259,3643.0,5336.0,907,2762.0,5174.0,2537.0,19800.0,200,1034,26,222,94.8,53.9,92.1,51.7,5858.0,10398.0,4103.0,1216,98,241,347,91,10540.0,9753.0,60,727.0,-,11324.0,1274.0,1966.0,4960.0,492,2632.0,1869,829,1619.0,2678.0,948,2223.0,306.0,68,1621.0,5335.0,3584.0,15500.0,1420.0,5335.0,3584.0,15500.0,302,495,1429.0,1953.0,2618.0,979,765,1951.0,48,394,1489.0,1655.0,1204,1012,286,310.0,1796.0,1618.0,570.0,206,903.0,791.0,3153.0,3741.0,1382.0,570.0,8278.0,1278.0,2842.0,2268.0,1488.0,291,111,2.6,5393.0,1515.0,1370.0,1851.0,1846.0,2742.0,1839,21290.0,555,1552,2742.0,1802,28020.0,2500,9.4,1450,9,34.0,"Long Ping Estate, Hong Kong","朗屏邨, Hong Kong",22.4503749,114.0237228
10221,Long Shin Estate,朗善邨,3086.0,1446.0,1640.0,882.0,659.0,314.0,923.0,853.0,337.0,39.2,40.0,38.5,1651.0,1304.0,131,2941.0,9,38,-,98,261.0,730.0,99,263.0,787.0,287.0,2859.0,32,27,9,75,92.5,65.5,91.7,62.3,442.0,1530.0,455.0,187,39,63,600,-,1126.0,1010.0,-,116.0,-,1960.0,216.0,919.0,367.0,178,280.0,103,84,115.0,481.0,74,207.0,47.0,15,217.0,589.0,320.0,15500.0,170.0,589.0,320.0,16000.0,39,24,162.0,111.0,308.0,113,131,238.0,-,30,114.0,160.0,217,88,14,29.0,116.0,197.0,161.0,-,42.0,85.0,354.0,452.0,145.0,48.0,1174.0,292.0,218.0,389.0,213.0,42,20,2.6,770.0,101.0,303.0,368.0,400.0,293.0,113,16370.0,128,367,293.0,113,18670.0,-,-,1920,10.9,31.0,"Long Shin Estate, Hong Kong","朗善邨, Hong Kong",22.4419401,114.0452182
10210,Lower Ngau Tau Kok Estate,牛頭角下邨,11426.0,5555.0,5871.0,946.0,1388.0,1194.0,2723.0,4095.0,2026.0,47.9,46.8,48.1,5383.0,5801.0,242,11177.0,-,42,-,207,1458.0,2817.0,502,1241.0,2844.0,1176.0,9852.0,123,1077,30,63,97.2,57.1,94.7,53.2,2239.0,6094.0,1705.0,996,251,575,166,12,5035.0,4685.0,19,331.0,-,6391.0,706.0,1988.0,1932.0,346,1419.0,991,736,1164.0,623.0,152,1268.0,56.0,45,1097.0,2886.0,1052.0,14000.0,1055.0,2886.0,1052.0,14000.0,111,183,595.0,570.0,1782.0,503,258,1033.0,-,140,883.0,708.0,490,791,94,134.0,931.0,658.0,196.0,10,505.0,582.0,1050.0,1711.0,719.0,468.0,4602.0,1343.0,1327.0,964.0,553.0,272,143,2.5,2558.0,682.0,1362.0,1340.0,1496.0,1230.0,536,16000.0,476,1227,1219.0,536,20040.0,-,-,2040,13.6,22.0,"Lower Ngau Tau Kok Estate, Hong Kong","牛頭角下邨, Hong Kong",22.3213989,114.2153408
10092,Lower Wong Tai Sin (1) Estate,黃大仙下（１）邨,11295.0,5326.0,5969.0,892.0,580.0,757.0,2828.0,4046.0,3084.0,55.2,53.8,55.9,7017.0,3873.0,405,10998.0,85,163,-,49,1905.0,2484.0,595,1664.0,2800.0,1267.0,10445.0,66,442,87,20,94.1,56.4,91.2,54.4,3233.0,5098.0,2384.0,613,74,238,93,29,5316.0,4832.0,41,443.0,-,5979.0,599.0,949.0,3020.0,247,1164.0,432,935,1661.0,707.0,113,1166.0,302.0,-,1103.0,2345.0,1868.0,15500.0,855.0,2345.0,1868.0,16000.0,232,361,891.0,878.0,1279.0,344,280,1051.0,-,129,414.0,643.0,520,389,204,280.0,1072.0,1106.0,552.0,7,382.0,333.0,1802.0,2049.0,503.0,247.0,4493.0,1106.0,1280.0,1199.0,659.0,163,86,2.5,2246.0,1035.0,1212.0,1287.0,1087.0,1187.0,932,18500.0,357,841,1187.0,932,25180.0,3200,10.4,1750,11.4,37.0,"Lower Wong Tai Sin (1) Estate, Hong Kong","黃大仙下（１）邨, Hong Kong",22.3390959,114.1947897
10093,Lower Wong Tai Sin (2) Estate,黃大仙下（２）邨,18247.0,8905.0,9342.0,953.0,1463.0,1573.0,4479.0,6232.0,4500.0,51.3,50.5,51.9,11108.0,6446.0,693,17656.0,68,248,-,275,3082.0,4101.0,875,2527.0,3982.0,2217.0,17072.0,74,523,80,140,93.0,57.6,90.3,54.9,4771.0,8639.0,3374.0,1230,118,719,287,24,8394.0,7757.0,75,552.0,10,9853.0,993.0,2189.0,4123.0,474,2074.0,776,1233,2821.0,1114.0,227,1757.0,430.0,36,1641.0,4223.0,2520.0,15000.0,1325.0,4223.0,2520.0,15000.0,209,347,1187.0,1400.0,2358.0,654,451,1775.0,13,134,1011.0,1148.0,929,1001,216,439.0,1529.0,1183.0,779.0,25,703.0,632.0,2501.0,3135.0,948.0,475.0,6538.0,1344.0,1641.0,1568.0,1294.0,451,240,2.8,3315.0,1772.0,1451.0,1694.0,1340.0,2162.0,1342,20850.0,575,982,2162.0,1342,26350.0,-,-,2400,11,36.0,"Lower Wong Tai Sin (2) Estate, Hong Kong","黃大仙下（２）邨, Hong Kong",22.3400936,114.1931923
61024,Lucky Plaza,好運中心,3401.0,1516.0,1885.0,804.0,440.0,269.0,957.0,1175.0,560.0,46.2,43.6,48.0,2410.0,833.0,158,3167.0,22,40,-,172,347.0,859.0,55,529.0,971.0,200.0,3099.0,36,24,94,21,94.4,76.4,93.6,72.9,332.0,1333.0,1296.0,416,-,72,60,6,1682.0,1530.0,45,107.0,-,1719.0,168.0,535.0,629.0,63,324.0,304,278,377.0,264.0,32,297.0,95.0,35,188.0,485.0,1009.0,21250.0,114.0,485.0,1009.0,22730.0,157,356,467.0,186.0,289.0,-,65,162.0,-,30,54.0,322.0,209,68,57,108.0,275.0,432.0,115.0,12,181.0,78.0,684.0,641.0,75.0,23.0,1320.0,305.0,366.0,357.0,205.0,79,8,2.6,844.0,139.0,337.0,265.0,183.0,287.0,585,34320.0,141,134,272.0,536,39940.0,13000,20.1,12500,60.7,36.0,"Lucky Plaza, Hong Kong","好運中心, Hong Kong",22.3831446,114.1906992
61031,Luk Yeung Sun Chuen,綠楊新邨,10420.0,4667.0,5753.0,811.0,1233.0,460.0,3492.0,3091.0,2144.0,45.3,45.1,45.6,7626.0,1977.0,817,9776.0,217,367,-,60,1097.0,2857.0,105,1165.0,3332.0,631.0,9199.0,211,63,345,137,91.3,79.5,89.5,77.2,1026.0,3884.0,4277.0,656,55,339,257,9,5353.0,5057.0,116,180.0,-,5067.0,520.0,1251.0,2216.0,122,958.0,599,1200,1080.0,866.0,264,596.0,659.0,89,978.0,1219.0,3156.0,22000.0,379.0,1219.0,3156.0,26810.0,709,941,1094.0,617.0,993.0,144,104,735.0,16,113,310.0,530.0,176,335,323,475.0,685.0,1664.0,720.0,22,241.0,432.0,1612.0,2107.0,615.0,346.0,3754.0,502.0,1190.0,1184.0,528.0,288,62,2.8,2767.0,346.0,641.0,591.0,405.0,845.0,1913,40040.0,104,280,719.0,1875,49140.0,11000,17.2,13500,23.7,42.0,"Luk Yeung Sun Chuen, Hong Kong","綠楊新邨, Hong Kong",22.3732603,114.1201519
10094,Lung Hang Estate,隆亨邨,12170.0,5745.0,6425.0,894.0,661.0,1087.0,3345.0,3408.0,3669.0,51.4,49.5,53.1,6411.0,5607.0,152,12093.0,-,62,-,15,1930.0,3205.0,317,1679.0,3182.0,1196.0,11482.0,134,449,-,16,94.8,51.9,92.7,48.0,3825.0,5348.0,2336.0,705,102,225,266,17,5329.0,4890.0,-,421.0,18,6841.0,665.0,1160.0,3565.0,359,1092.0,994,645,1176.0,1028.0,176,1180.0,109.0,21,980.0,2913.0,1418.0,15000.0,918.0,2913.0,1418.0,15000.0,14,202,871.0,990.0,1371.0,448,359,1061.0,13,170,704.0,836.0,572,541,118,348.0,1011.0,752.0,219.0,58,496.0,435.0,1389.0,1816.0,816.0,377.0,4169.0,451.0,1331.0,1103.0,828.0,317,139,2.9,2676.0,1030.0,463.0,844.0,1007.0,1532.0,786,22670.0,194,664,1517.0,786,28140.0,-,-,2310,10.5,36.0,"Lung Hang Estate, Hong Kong","隆亨邨, Hong Kong",22.3666627,114.1773914
20082,Lung Mun Oasis,龍門居,10911.0,5150.0,5761.0,894.0,1013.0,832.0,2627.0,4061.0,2378.0,49.3,49.1,49.4,7947.0,2786.0,178,10678.0,36,130,12,55,1304.0,3144.0,248,1327.0,3255.0,620.0,10284.0,137,124,46,26,96.8,65.5,93.9,63.0,2224.0,5120.0,2554.0,1015,46,147,189,-,5361.0,4894.0,62,405.0,-,5550.0,737.0,1370.0,2348.0,179,916.0,1222,464,980.0,982.0,334,1120.0,215.0,44,968.0,1875.0,2518.0,18000.0,802.0,1875.0,2518.0,18500.0,296,387,976.0,937.0,884.0,511,492,857.0,21,322,648.0,692.0,830,333,91,247.0,768.0,970.0,400.0,60,305.0,511.0,1609.0,2011.0,613.0,312.0,3700.0,375.0,1115.0,1126.0,698.0,246,140,2.9,2548.0,744.0,408.0,662.0,588.0,1275.0,1175,28200.0,241,483,1237.0,1175,32370.0,5500,16.3,9000,134.6,55.0,"Lung Mun Oasis, Hong Kong","龍門居, Hong Kong",22.3851073,113.9667521
20083,Lung Poon Court,龍蟠苑,8550.0,3769.0,4781.0,788.0,757.0,372.0,2470.0,3081.0,1870.0,53.1,53.2,53.0,6628.0,1581.0,341,8186.0,60,180,38,86,956.0,2290.0,177,1308.0,2432.0,630.0,7990.0,61,77,105,59,94.5,71.0,93.0,69.3,1467.0,3533.0,2793.0,354,49,298,142,-,4506.0,4032.0,86,388.0,-,4044.0,344.0,821.0,2048.0,210,621.0,432,1012,1534.0,563.0,165,485.0,287.0,28,723.0,1571.0,2212.0,19000.0,483.0,1571.0,2212.0,20000.0,346,782,1052.0,734.0,730.0,229,230,403.0,-,87,225.0,543.0,296,159,367,370.0,846.0,1095.0,469.0,49,275.0,251.0,1875.0,1372.0,504.0,229.0,3463.0,764.0,1130.0,943.0,457.0,145,24,2.5,2241.0,392.0,830.0,723.0,520.0,1048.0,1172,27010.0,120,385,965.0,1172,36070.0,9500,15.5,13000,41.5,39.0,"Lung Poon Court, Hong Kong","龍蟠苑, Hong Kong",22.3418181,114.2004259
10097,Ma Tau Wai Estate,馬頭圍邨,4942.0,2096.0,2846.0,736.0,511.0,373.0,1102.0,1432.0,1524.0,52.6,46.3,55.5,2546.0,2121.0,275,4665.0,22,86,-,169,683.0,907.0,179,707.0,1170.0,785.0,4464.0,38,221,27,118,92.9,56.4,89.2,50.8,1175.0,2241.0,1015.0,522,78,83,62,-,1882.0,1761.0,26,95.0,-,3060.0,233.0,683.0,1421.0,231,492.0,270,293,495.0,139.0,132,411.0,142.0,-,590.0,837.0,455.0,13000.0,482.0,837.0,455.0,14000.0,-,95,286.0,331.0,561.0,100,172,337.0,-,51,131.0,262.0,245,146,80,79.0,458.0,215.0,215.0,-,280.0,111.0,527.0,590.0,230.0,144.0,2039.0,504.0,712.0,428.0,308.0,43,44,2.4,1171.0,318.0,550.0,845.0,559.0,471.0,164,11680.0,224,407,455.0,164,19960.0,-,-,1930,15.8,30.0,"Ma Tau Wai Estate, Hong Kong","馬頭圍邨, Hong Kong",22.3232591,114.1868022
61082,Manhattan Hill,曼克頓山,3140.0,1074.0,2066.0,520.0,496.0,210.0,1079.0,1013.0,342.0,40.6,46.1,39.4,2046.0,488.0,606,2575.0,340,161,27,37,167.0,670.0,11,580.0,966.0,250.0,2462.0,18,-,383,30,80.4,88.9,79.1,87.3,128.0,1066.0,1450.0,127,41,289,69,7,1778.0,1529.0,180,69.0,-,1362.0,98.0,558.0,392.0,87,227.0,209,436,266.0,207.0,20,102.0,484.0,54,560.0,237.0,981.0,21250.0,93.0,237.0,981.0,36000.0,435,202,399.0,112.0,98.0,32,-,500.0,-,111,39.0,239.0,109,53,83,305.0,249.0,93.0,487.0,10,68.0,111.0,610.0,649.0,251.0,89.0,1027.0,179.0,278.0,179.0,171.0,163,57,3.1,665.0,101.0,261.0,51.0,98.0,177.0,701,60140.0,30,60,103.0,663,80000.0,24600,19.8,23800,42.6,54.0,"Manhattan Hill, Hong Kong","曼克頓山, Hong Kong",22.3349473,114.1424303
62186,Mantin Heights,皓畋,3189.0,1373.0,1816.0,756.0,634.0,237.0,1373.0,760.0,185.0,35.5,34.4,35.7,1851.0,819.0,519,2668.0,271,62,15,173,308.0,631.0,35,532.0,833.0,216.0,2200.0,206,-,312,56,84.4,95.0,84.4,91.2,39.0,691.0,1825.0,286,34,174,165,-,1537.0,1393.0,105,39.0,-,1652.0,197.0,431.0,215.0,144,665.0,92,542,389.0,99.0,19,38.0,333.0,25,401.0,64.0,1072.0,35000.0,68.0,64.0,1072.0,40000.0,204,344,472.0,103.0,67.0,14,-,333.0,-,10,104.0,129.0,101,27,68,388.0,147.0,192.0,371.0,-,66.0,117.0,648.0,465.0,150.0,91.0,1072.0,276.0,155.0,197.0,256.0,152,36,3.0,628.0,114.0,330.0,172.0,163.0,105.0,632,72040.0,49,104,92.0,616,82790.0,27580,25.7,22800,27.5,54.0,"Mantin Heights, Hong Kong","皓畋, Hong Kong",22.3184196,114.1821379
20086,May Shing Court,美城苑,5211.0,2495.0,2716.0,919.0,287.0,269.0,1240.0,1881.0,1534.0,56.6,56.8,56.3,4133.0,887.0,191,5112.0,18,67,-,14,748.0,1473.0,167,579.0,1555.0,402.0,5026.0,-,46,52,31,97.0,68.4,94.8,67.3,1079.0,2436.0,1409.0,233,28,156,96,-,2504.0,2266.0,11,215.0,12,2707.0,262.0,418.0,1487.0,71,469.0,382,481,696.0,254.0,67,522.0,98.0,4,415.0,966.0,1111.0,18000.0,330.0,966.0,1111.0,18000.0,208,189,542.0,485.0,554.0,188,98,240.0,-,84,283.0,406.0,169,155,109,113.0,519.0,486.0,156.0,24,281.0,201.0,936.0,825.0,111.0,150.0,2106.0,444.0,632.0,670.0,307.0,53,-,2.5,1370.0,255.0,481.0,527.0,391.0,620.0,568,23310.0,125,266,594.0,556,30730.0,7500,16.3,11300,37.3,35.0,"May Shing Court, Hong Kong","美城苑, Hong Kong",22.3791909,114.1745075
61101,Mayfair Gardens,美景花園,4915.0,2318.0,2597.0,893.0,732.0,234.0,1813.0,1547.0,589.0,40.7,40.6,40.7,3832.0,804.0,279,4660.0,174,70,-,11,496.0,1390.0,49,370.0,1579.0,299.0,4290.0,-,62,139,47,93.7,79.7,91.7,77.9,377.0,2060.0,1746.0,361,20,234,191,-,2819.0,2508.0,78,233.0,-,2096.0,199.0,720.0,659.0,106,412.0,121,507,649.0,646.0,142,475.0,257.0,22,455.0,849.0,1515.0,20000.0,211.0,849.0,1515.0,21060.0,240,286,700.0,497.0,436.0,69,189,402.0,-,92,248.0,459.0,457,81,121,147.0,471.0,376.0,356.0,11,157.0,264.0,961.0,1057.0,231.0,149.0,1828.0,384.0,457.0,517.0,298.0,158,14,2.7,1194.0,214.0,420.0,248.0,184.0,554.0,842,37090.0,21,151,543.0,801,41700.0,8500,20,11570,40.5,40.0,"Mayfair Gardens, Hong Kong","美景花園, Hong Kong",22.3440775,114.1070737
20087,Mei Chung Court,美松苑,5239.0,2565.0,2674.0,959.0,450.0,301.0,1253.0,1955.0,1280.0,54.1,52.2,54.7,3941.0,1131.0,167,5107.0,51,81,-,-,685.0,1455.0,134,605.0,1566.0,344.0,4903.0,41,24,81,-,95.1,70.8,93.3,68.9,832.0,2464.0,1493.0,277,44,86,95,-,2742.0,2456.0,6,280.0,-,2497.0,189.0,512.0,1290.0,72,434.0,373,532,785.0,424.0,118,282.0,188.0,40,387.0,1055.0,1300.0,18420.0,255.0,1055.0,1300.0,19500.0,256,207,635.0,761.0,404.0,126,112,241.0,-,121,164.0,546.0,188,111,98,243.0,543.0,521.0,207.0,-,177.0,312.0,1166.0,809.0,152.0,126.0,1847.0,235.0,626.0,422.0,376.0,161,27,2.8,1214.0,362.0,271.0,361.0,167.0,545.0,774,35140.0,141,78,489.0,774,40070.0,14000,31.1,**,**,51.0,"Mei Chung Court, Hong Kong","美松苑, Hong Kong",22.380463,114.1731692
61107,Mei Foo Sun Chuen,美孚新邨,37299.0,15671.0,21628.0,725.0,4210.0,1922.0,10723.0,10838.0,9606.0,47.8,48.3,47.4,25154.0,7550.0,4595,33206.0,1751,1739,129,474,3378.0,9336.0,683,4620.0,12000.0,3072.0,32817.0,407,444,1744,767,89.2,79.7,87.3,77.0,4118.0,13035.0,15936.0,2165,457,1710,719,62,18140.0,16266.0,683,1106.0,85,19159.0,1599.0,5080.0,9216.0,717,2547.0,1832,3929,3572.0,2906.0,445,1367.0,3818.0,271,4499.0,3435.0,10121.0,21250.0,1007.0,3435.0,10121.0,30000.0,2769,3324,3908.0,2038.0,1543.0,288,298,3972.0,-,611,684.0,2520.0,973,548,1004,1772.0,2472.0,3547.0,3938.0,71,924.0,1297.0,7228.0,5346.0,1974.0,1371.0,12354.0,1545.0,3191.0,3254.0,2602.0,1439,323,3.0,7979.0,2298.0,2077.0,1886.0,1233.0,2037.0,7198,47900.0,360,682,1612.0,6641,60040.0,15850,22.4,20000,30.7,63.0,"Mei Foo Sun Chuen, Hong Kong","美孚新邨, Hong Kong",22.3357979,114.1399613
62214,Mei King Mansion,美景樓,3421.0,1536.0,1885.0,815.0,522.0,294.0,955.0,999.0,651.0,43.9,47.5,39.4,1354.0,1950.0,117,3275.0,-,30,-,116,159.0,961.0,163,436.0,945.0,235.0,2296.0,295,568,12,25,97.5,58.7,96.6,53.5,559.0,1771.0,569.0,481,12,52,35,9,1635.0,1508.0,14,113.0,-,1786.0,213.0,561.0,537.0,77,398.0,378,145,478.0,75.0,18,416.0,85.0,40,233.0,844.0,558.0,15000.0,219.0,844.0,558.0,15000.0,44,116,224.0,163.0,534.0,114,70,363.0,7,9,200.0,280.0,106,368,42,98.0,176.0,243.0,102.0,11,93.0,198.0,389.0,482.0,287.0,186.0,1398.0,364.0,489.0,233.0,193.0,106,13,2.4,807.0,212.0,379.0,307.0,392.0,476.0,223,19930.0,61,380,476.0,223,21850.0,10500,27,5500,33.5,25.0,"Mei King Mansion, Hong Kong","美景樓, Hong Kong",22.3280168,114.1883061
10098,Mei Lam Estate,美林邨,9834.0,4383.0,5451.0,804.0,748.0,579.0,2163.0,3382.0,2962.0,53.2,52.0,54.4,5552.0,3971.0,311,9587.0,14,95,-,138,1237.0,2452.0,270,1220.0,2475.0,1432.0,9032.0,158,400,40,35,93.8,51.7,91.1,49.1,2835.0,4497.0,1754.0,589,41,204,175,39,4297.0,3996.0,51,250.0,-,5537.0,540.0,1039.0,2571.0,235,1152.0,815,475,1191.0,530.0,198,949.0,127.0,12,1021.0,2190.0,1086.0,14000.0,907.0,2190.0,1086.0,14420.0,145,108,747.0,792.0,1119.0,290,256,806.0,34,125,416.0,646.0,541,461,134,197.0,995.0,494.0,255.0,33,263.0,401.0,1215.0,1649.0,411.0,358.0,3998.0,765.0,1543.0,1024.0,480.0,125,61,2.5,2441.0,787.0,770.0,1094.0,1101.0,1422.0,381,17880.0,343,850,1398.0,372,23120.0,-,-,2030,10.3,33.0,"Mei Lam Estate, Hong Kong","美林邨, Hong Kong",22.3778716,114.176658
10099,Mei Tin Estate,美田邨,17254.0,8271.0,8983.0,921.0,1731.0,2805.0,3972.0,6143.0,2603.0,46.0,45.4,46.3,9100.0,7819.0,335,16926.0,26,81,-,221,2689.0,3815.0,833,2459.0,3826.0,1901.0,15956.0,241,598,8,99,96.9,64.3,96.0,60.2,2993.0,8799.0,3731.0,2255,143,655,350,35,7520.0,6577.0,64,879.0,-,9734.0,1341.0,3359.0,2204.0,536,2294.0,1727,899,1252.0,1225.0,209,2042.0,128.0,38,2021.0,3716.0,1783.0,14000.0,1938.0,3716.0,1783.0,14000.0,135,264,1078.0,980.0,2324.0,809,607,1298.0,25,253,1016.0,958.0,852,1213,126,263.0,1516.0,874.0,372.0,77,772.0,1017.0,2093.0,2183.0,1069.0,386.0,6618.0,1358.0,2139.0,1540.0,1136.0,282,163,2.6,4148.0,1086.0,1384.0,1857.0,2041.0,1987.0,733,16100.0,621,1795,1987.0,733,20390.0,-,-,2750,14.7,30.0,"Mei Tin Estate, Hong Kong","美田邨, Hong Kong",22.3760254,114.1712066
10100,Mei Tung Estate,美東邨,4411.0,2071.0,2340.0,885.0,500.0,600.0,990.0,1450.0,871.0,47.0,49.8,43.6,1778.0,2491.0,142,4300.0,11,20,-,80,531.0,1059.0,246,633.0,1082.0,360.0,3635.0,165,456,11,57,94.4,56.6,92.2,51.7,820.0,2334.0,757.0,409,73,340,82,-,1758.0,1620.0,-,138.0,-,2653.0,340.0,881.0,821.0,122,489.0,108,186,671.0,216.0,13,504.0,48.0,12,376.0,979.0,403.0,14850.0,345.0,979.0,403.0,15000.0,12,29,358.0,200.0,477.0,130,119,424.0,9,72,266.0,243.0,191,177,78,19.0,244.0,322.0,133.0,13,147.0,159.0,388.0,663.0,311.0,90.0,1714.0,446.0,365.0,494.0,292.0,117,-,2.6,984.0,243.0,487.0,500.0,527.0,485.0,202,15110.0,117,476,485.0,202,20410.0,-,-,2830,14,30.0,"Mei Tung Estate, Hong Kong","美東邨, Hong Kong",22.3335545,114.1899403
